(0, 194, 96, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(189, 991, 108, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(190, 1039, 390, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(191, 203, 212, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(192, 1023, 396, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(193, 396, 83, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(194, 375, 59, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(195, 962, 429, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(196, 1171, 388, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(197, 879, 55, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(198, 1085, 442, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(199, 1058, 483, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(200, 960, 395, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(201, 1199, 108, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(202, 1037, 419, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(203, 1115, 413, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(204, 977, 429, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(205, 485, 91, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(206, 1000, 414, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(207, 1192, 646, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(208, 203, 162, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(209, 433, 84, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(210, 1020, 414, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(211, 1337, 38, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(212, 996, 389, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(213, 1171, 395, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(214, 209, 183, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(215, 380, 102, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(216, 181, 124, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(217, 304, 18, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(218, 1204, 460, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(219, 406, 93, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(220, 407, 134, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(221, 403, 135, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(222, 197, 217, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(223, 1180, 427, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(224, 1105, 422, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(225, 206, 186, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(226, 1143, 414, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(227, 452, 101, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(228, 1759, 66, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(229, 120, 12, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(230, 388, 81, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(231, 409, 86, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(232, 1016, 420, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(233, 1314, 157, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(234, 1011, 396, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(235, 427, 129, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(236, 389, 60, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(237, 1093, 425, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(238, 311, 18, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(239, 1166, 401, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(240, 1045, 418, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(241, 403, 92, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(242, 1787, 103, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(243, 1152, 503, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(244, 979, 622, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(245, 1528, 451, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(246, 1078, 396, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(247, 42, 153, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(248, 197, 87, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(249, 384, 87, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(250, 393, 71, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(251, 1318, 191, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(252, 390, 94, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(253, 1127, 385, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(254, 419, 159, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(255, 1030, 388, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(256, 396, 108, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(257, 10, 147, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(258, 197, 162, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(259, 240, 86, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(260, 1034, 403, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(261, 1104, 462, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(262, 1733, 66, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(263, 403, 91, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(264, 374, 77, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(265, 885, 94, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(266, 446, 83, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(267, 375, 86, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(268, 991, 452, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(269, 237, 143, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(270, 1022, 411, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(271, 1022, 396, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(272, 1087, 418, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(273, 1089, 411, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(274, 398, 93, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(275, 1099, 414, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(276, 1026, 389, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(277, 421, 81, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(278, 719, 113, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(279, 412, 197, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(280, 402, 141, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(281, 209, 152, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(282, 415, 83, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(283, 252, 67, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(284, 459, 225, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(285, 1066, 393, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(286, 404, 132, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(287, 181, 169, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(288, 1041, 992, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(289, 1001, 474, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(290, 791, 69, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(291, 1239, 420, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(292, 1094, 404, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(293, 1129, 423, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(294, 411, 90, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(295, 1896, 68, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(296, 450, 118, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(297, 402, 101, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(298, 1114, 408, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(299, 375, 83, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(300, 1318, 191, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(301, 384, 111, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(302, 1048, 379, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(303, 381, 60, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(304, 432, 63, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(305, 381, 85, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(306, 1961, 96, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(307, 407, 103, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(308, 407, 104, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(309, 1125, 386, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(310, 194, 217, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(311, 379, 78, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(312, 1125, 401, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(313, 1185, 396, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(314, 439, 39, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(315, 1043, 386, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(316, 996, 400, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(317, 402, 86, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(318, 990, 89, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(319, 395, 76, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(320, 200, 181, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(321, 979, 374, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(322, 399, 109, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
(323, 1044, 409, [1, 2, 3, 4, 5, 6, 0], [0, 8, 16, 24, 32, 40, -1], [8, 16, 24, 32, 40, 48, -1])
